id,title,organization,category,description,education,min_year,max_year,branch,skills,location,mode,deadline,prize,stipend,fee,url,source,last_verified,status
29,Study Abroad in Germany: DAAD Scholarship - Season 2,ISRO,Study Abroad,"Detailed description for Study Abroad in Germany: DAAD Scholarship - Season 2. Postgraduate full-degree funding for engineering and science graduates. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Diploma,1,3,Business/BBA,"German Language,Research Methodology",Kolkata,OFFLINE,2026-09-17,N/A,N/A,0,https://daad.de,https://daad.de,2026-08-25,ACTIVE
30,Startup India Seed Fund Challenge - Season 2,British Council,Entrepreneurship,"Detailed description for Startup India Seed Fund Challenge - Season 2. Submit startup pitch to receive incubator grants and mentorship. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,3,Science/B.Sc,Public Speaking,Delhi,HYBRID,2026-09-24,Up to Rs. 20 Lakhs funding,Up to Rs. 20 Lakhs funding,0,https://startupindia.gov.in,https://startupindia.gov.in,2026-08-29,ACTIVE
31,Adobe India Women in Tech Internship 2026,CERN,Internships,"Detailed description for Adobe India Women in Tech Internship 2026. Summer internship for female engineering students in product development. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,5,Mechanical Engineering,"Java,C++,Algorithms",Bangalore,ONLINE,2026-12-14,"Stipend Rs. 1,00,000 / month","Stipend Rs. 1,00,000 / month",0,https://adobe.com,https://adobe.com,2026-08-25,ACTIVE
32,TCS CodeVita Coding Competition - Season 2,Udemy,Competitions,"Detailed description for TCS CodeVita Coding Competition - Season 2. Global coding contest testing algorithmic problem-solving speed. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,3,Electronics & Communication,"Algorithms,Data Structures,Java",Bangalore,ONLINE,2026-10-22,"Prizes up to $20,000 + Job interview",N/A,0,https://tcscodevita.com,https://tcscodevita.com,2026-08-27,ACTIVE
33,UN Sustainable Development Goals Workshop - Season 2,Reliance Foundation,Workshops,"Detailed description for UN Sustainable Development Goals Workshop - Season 2. Five-day interactive virtual seminar on local social impact strategies. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,2,3,Law/LLB,Teamwork,Bangalore,ONLINE,2026-12-19,N/A,N/A,0,https://sdg.un.org,https://sdg.un.org,2026-08-25,ACTIVE
34,International Conference on AI & ML (ICML India) 2026,USIEF,Conferences,"Detailed description for International Conference on AI & ML (ICML India) 2026. Global research conference featuring top papers in AI/ML advancements. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Diploma,2,5,Medicine/MBBS,"Research Methodology,Machine Learning",Kolkata,HYBRID,2026-09-17,N/A,N/A,"Rs. 2,000",https://icml.cc,https://icml.cc,2026-08-25,ACTIVE
35,DRDO Young Scientist Lab Project - Season 2,ISRO,Research,"Detailed description for DRDO Young Scientist Lab Project - Season 2. Participate in defense robotics and computer vision project implementation. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,2,5,Science/B.Sc,"Python,Machine Learning,C++",Delhi,OFFLINE,2026-10-10,"Monthly stipend Rs. 31,000","Monthly stipend Rs. 31,000",0,https://drdo.gov.in,https://drdo.gov.in,2026-08-26,ACTIVE
36,GitHub Campus Expert Program - Season 2,ACM,Ambassador Programs,"Detailed description for GitHub Campus Expert Program - Season 2. Learn public speaking and tech organization skills supported by GitHub. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,1,5,Arts/Humanities,"Git,Communication,Leadership",Chennai,ONLINE,2026-09-28,N/A,N/A,0,https://education.github.com,https://education.github.com,2026-08-29,ACTIVE
37,G20 Youth Summit Innovation Challenge 2026,Buddy4Study,Innovation Challenges,"Detailed description for G20 Youth Summit Innovation Challenge 2026. Propose tech blueprints addressing renewable energy distribution. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,4,Arts/Humanities,"Leadership,Business Strategy,Problem Solving",Hyderabad,OFFLINE,2026-11-08,"Certificate + Cash prize Rs. 50,000","Certificate + Cash prize Rs. 50,000",0,https://g20.org,https://g20.org,2026-08-26,ACTIVE
38,Stanford University Knight-Hennessy Scholars - Season 2,HDFC Bank,Study Abroad,"Detailed description for Stanford University Knight-Hennessy Scholars - Season 2. Full funding for graduate degrees at Stanford University in any field. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,1,5,Arts/Humanities,"Leadership,Research Methodology",Hyderabad,ONLINE,2026-08-05,N/A,N/A,0,https://knight-hennessy.stanford.edu,https://knight-hennessy.stanford.edu,2026-08-27,EXPIRED
39,L&T Build India Scholarship - Season 2,ISRO,Scholarships,"Detailed description for L&T Build India Scholarship - Season 2. Sponsorship for M.Tech in Construction Technology at IIT Madras/Delhi. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,4,Computer Science,"Civil Engineering,Physics",Pune,HYBRID,2026-12-21,"Tuition sponsored + Stipend Rs. 15,000","Tuition sponsored + Stipend Rs. 15,000",0,https://lntecc.com,https://lntecc.com,2026-08-29,ACTIVE
40,National Talent Search Examination (NTSE) 2026,Amazon,Exams,"Detailed description for National Talent Search Examination (NTSE) 2026. National scholarship exam identifying academic talent in high school. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 12,2,5,Biotechnology,Problem Solving,Mumbai,HYBRID,2026-10-02,N/A,N/A,0,https://ncert.nic.in,https://ncert.nic.in,2026-08-29,ACTIVE
41,Smart India Hackathon - Season 3,Amazon,Hackathons,"Detailed description for Smart India Hackathon - Season 3. National level digital product building competition solving government problems. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,4,Arts/Humanities,"SQL,React",Chennai,OFFLINE,2026-11-10,"Rs. 1,00,000","Rs. 1,00,000",0,https://sih.gov.in,https://sih.gov.in,2026-08-26,ACTIVE
42,Google Summer of Code (GSoC) - Season 3,TCS,Internships,"Detailed description for Google Summer of Code (GSoC) - Season 3. Global program matching students with open source organizations. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,1,4,Arts/Humanities,JavaScript,Mumbai,HYBRID,2026-12-17,N/A,Stipend ($1500 - $3000),0,https://summerofcode.withgoogle.com,https://summerofcode.withgoogle.com,2026-08-25,UPCOMING
43,ISRO Fellowship Program 2026,Microsoft,Fellowships,"Detailed description for ISRO Fellowship Program 2026. Research fellowship for postgraduate students in aerospace, remote sensing, and computing. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,2,5,Mechanical Engineering,"Research Methodology,Academic Writing",Delhi,ONLINE,2026-12-10,"Rs. 35,000 / month","Rs. 35,000 / month",0,https://isro.gov.in,https://isro.gov.in,2026-08-29,ACTIVE
44,Kaggle ML Competition: Indian Housing - Season 3,Smart India Hackathon,Competitions,"Detailed description for Kaggle ML Competition: Indian Housing - Season 3. Solve machine learning regression challenges on public Indian dataset. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,2,5,Commerce/B.Com,"Python,Machine Learning",Pune,OFFLINE,2026-08-28,"Prizes up to $10,000",N/A,0,https://kaggle.com,https://kaggle.com,2026-08-25,EXPIRED
45,Microsoft Learn Student Ambassador - Season 3,Microsoft,Ambassador Programs,"Detailed description for Microsoft Learn Student Ambassador - Season 3. Host workshops and build technical communities in your local college. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,2,5,Electrical Engineering,Public Speaking,Remote,ONLINE,2026-12-22,N/A,N/A,0,https://mvp.microsoft.com,https://mvp.microsoft.com,2026-08-26,ACTIVE
46,AWS Cloud Practitioner Certification Scholarship 2026,TCS,Certifications,"Detailed description for AWS Cloud Practitioner Certification Scholarship 2026. Voucher scholarship providing 100% exam fee discount for students. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 12,2,5,Medicine/MBBS,"Docker,AWS,Kubernetes",Kolkata,HYBRID,2026-10-17,N/A,N/A,0,https://aws.amazon.com,https://aws.amazon.com,2026-08-26,ACTIVE
47,NITI Aayog Internship Scheme - Season 3,AICTE,Internships,"Detailed description for NITI Aayog Internship Scheme - Season 3. Work on public policy research and analysis under central government experts. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,1,3,Medicine/MBBS,"Data Analytics,Communication,Research Methodology",Kolkata,ONLINE,2026-07-14,N/A,N/A,0,https://niti.gov.in,https://niti.gov.in,2026-08-27,EXPIRED
48,UNESCO Youth Volunteering Fellowship - Season 3,UNESCO,Volunteering,"Detailed description for UNESCO Youth Volunteering Fellowship - Season 3. Volunteer for community educational and digital literacy workshops. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,2,3,Biotechnology,"Leadership,Communication",Chennai,HYBRID,2026-12-05,N/A,N/A,0,https://unesco.org,https://unesco.org,2026-08-28,ACTIVE
49,Study Abroad in Germany: DAAD Scholarship 2026,HDFC Bank,Study Abroad,"Detailed description for Study Abroad in Germany: DAAD Scholarship 2026. Postgraduate full-degree funding for engineering and science graduates. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Graduate,2,5,All Branches,Research Methodology,Delhi,HYBRID,2026-11-30,N/A,N/A,0,https://daad.de,https://daad.de,2026-08-25,ACTIVE
50,Startup India Seed Fund Challenge - Season 3,Buddy4Study,Entrepreneurship,"Detailed description for Startup India Seed Fund Challenge - Season 3. Submit startup pitch to receive incubator grants and mentorship. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Undergraduate,1,5,All Branches,"Financial Accounting,Public Speaking",Kolkata,ONLINE,2026-11-01,Up to Rs. 20 Lakhs funding,Up to Rs. 20 Lakhs funding,0,https://startupindia.gov.in,https://startupindia.gov.in,2026-08-26,ACTIVE
51,Adobe India Women in Tech Internship - Season 3,AICTE,Internships,"Detailed description for Adobe India Women in Tech Internship - Season 3. Summer internship for female engineering students in product development. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,2,5,Business/BBA,"Java,Algorithms",Mumbai,ONLINE,2026-07-13,"Stipend Rs. 1,00,000 / month","Stipend Rs. 1,00,000 / month",0,https://adobe.com,https://adobe.com,2026-08-25,EXPIRED
52,TCS CodeVita Coding Competition 2026,IEEE,Competitions,"Detailed description for TCS CodeVita Coding Competition 2026. Global coding contest testing algorithmic problem-solving speed. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Diploma,1,4,Electronics & Communication,"Data Structures,Java,C++",Chennai,HYBRID,2026-07-21,"Prizes up to $20,000 + Job interview",N/A,0,https://tcscodevita.com,https://tcscodevita.com,2026-08-27,EXPIRED
53,UN Sustainable Development Goals Workshop - Season 3,DAAD,Workshops,"Detailed description for UN Sustainable Development Goals Workshop - Season 3. Five-day interactive virtual seminar on local social impact strategies. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,1,3,Business/BBA,Communication,Hyderabad,OFFLINE,2026-09-14,N/A,N/A,0,https://sdg.un.org,https://sdg.un.org,2026-08-27,ACTIVE
54,International Conference on AI & ML (ICML India) - Season 3,Microsoft,Conferences,"Detailed description for International Conference on AI & ML (ICML India) - Season 3. Global research conference featuring top papers in AI/ML advancements. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,2,5,Medicine/MBBS,Research Methodology,Bangalore,OFFLINE,2026-12-17,N/A,N/A,"Rs. 2,000",https://icml.cc,https://icml.cc,2026-08-29,ACTIVE
55,DRDO Young Scientist Lab Project 2026,GitHub,Research,"Detailed description for DRDO Young Scientist Lab Project 2026. Participate in defense robotics and computer vision project implementation. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,1,3,Computer Science,C++,Hyderabad,HYBRID,2026-08-08,"Monthly stipend Rs. 31,000","Monthly stipend Rs. 31,000",0,https://drdo.gov.in,https://drdo.gov.in,2026-08-25,EXPIRED
56,GitHub Campus Expert Program - Season 3,IEEE,Ambassador Programs,"Detailed description for GitHub Campus Expert Program - Season 3. Learn public speaking and tech organization skills supported by GitHub. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,1,5,Computer Science,"Git,Leadership,Communication",Bangalore,HYBRID,2026-12-06,N/A,N/A,0,https://education.github.com,https://education.github.com,2026-08-29,ACTIVE
57,G20 Youth Summit Innovation Challenge - Season 3,Coursera,Innovation Challenges,"Detailed description for G20 Youth Summit Innovation Challenge - Season 3. Propose tech blueprints addressing renewable energy distribution. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 12,2,3,Science/B.Sc,"Business Strategy,Problem Solving,Leadership",Mumbai,ONLINE,2026-10-17,"Certificate + Cash prize Rs. 50,000","Certificate + Cash prize Rs. 50,000",0,https://g20.org,https://g20.org,2026-08-28,ACTIVE
58,Stanford University Knight-Hennessy Scholars 2026,Google,Study Abroad,"Detailed description for Stanford University Knight-Hennessy Scholars 2026. Full funding for graduate degrees at Stanford University in any field. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Diploma,1,3,Biotechnology,"Leadership,Research Methodology",Delhi,HYBRID,2026-12-06,N/A,N/A,0,https://knight-hennessy.stanford.edu,https://knight-hennessy.stanford.edu,2026-08-28,ACTIVE
59,L&T Build India Scholarship - Season 3,UNESCO,Scholarships,"Detailed description for L&T Build India Scholarship - Season 3. Sponsorship for M.Tech in Construction Technology at IIT Madras/Delhi. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 12,2,5,Commerce/B.Com,"Civil Engineering,CAD",Bangalore,HYBRID,2026-07-21,"Tuition sponsored + Stipend Rs. 15,000","Tuition sponsored + Stipend Rs. 15,000",0,https://lntecc.com,https://lntecc.com,2026-08-25,EXPIRED
60,National Talent Search Examination (NTSE) - Season 3,NITI Aayog,Exams,"Detailed description for National Talent Search Examination (NTSE) - Season 3. National scholarship exam identifying academic talent in high school. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Postgraduate,1,3,Mechanical Engineering,"Mathematics,Problem Solving",Pune,OFFLINE,2026-12-26,N/A,N/A,0,https://ncert.nic.in,https://ncert.nic.in,2026-08-27,ACTIVE
61,Smart India Hackathon 2026,Coursera,Hackathons,"Detailed description for Smart India Hackathon 2026. National level digital product building competition solving government problems. This provides a perfect match for students looking to excel in their career paths, build hands-on skills, and gain industry recognition.",Class 10,2,4,Arts/Humanities,"Python,React,SQL",Hyderabad,HYBRID,2026-07-19,"Rs. 1,00,000","Rs. 1,00,000",0,https://sih.gov.in,https://sih.gov.in,2026-08-26,EXPIRED
